entity_code,period_end,period_type,statement_scope,currency,unit,line_item,value,data_status,source_document_id,source_page,extraction_method,notes
DMX,2024-12-31,FY,consolidated,VND,VND_bn,inventory_gross,18868.713558233,official,DMX_FS_2024_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,inventory_provision,-423.097685938,official,DMX_FS_2024_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,inventory,18445.615872295,official,DMX_FS_2024_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,fixed_assets,1625.231472209,official,DMX_FS_2024_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,jv_investment,242.035797830,official,DMX_FS_2024_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,long_term_deposits,0.000000000,official,DMX_FS_2024_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,total_assets,49472.143167469,official,DMX_FS_2024_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,current_liabilities,29955.725943070,official,DMX_FS_2024_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,total_liabilities,29955.725943070,official,DMX_FS_2024_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,payables,6325.109928640,official,DMX_FS_2024_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,short_term_debt,19930.172643525,official,DMX_FS_2024_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,long_term_debt,0.000000000,official,DMX_FS_2024_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,total_debt,19930.172643525,official,DMX_FS_2024_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,total_equity,19516.417224399,official,DMX_FS_2024_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,share_capital,4361.518810000,official,DMX_FS_2024_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,retained_earnings,15154.898414399,official,DMX_FS_2024_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,revenue,93356.607723985,official,DMX_FS_2024_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,cogs,-76267.199511301,official,DMX_FS_2024_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,gross_profit,17089.408212684,official,DMX_FS_2024_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,financial_income,1673.177566415,official,DMX_FS_2024_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,financial_expense,-700.525805609,official,DMX_FS_2024_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,interest_expense,-698.026126670,official,DMX_FS_2024_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,share_of_jv_profit,-44.596454899,official,DMX_FS_2024_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,selling_expense,-10476.983983071,official,DMX_FS_2024_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,general_admin_expense,-2456.442534973,official,DMX_FS_2024_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,operating_profit,5084.037000547,official,DMX_FS_2024_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,other_income,19.561273875,official,DMX_FS_2024_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,other_expense,-357.083845173,official,DMX_FS_2024_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,other_profit,-337.522571298,official,DMX_FS_2024_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,pretax_income,4746.514429249,official,DMX_FS_2024_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,current_tax_expense,-1226.420618792,official,DMX_FS_2024_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,deferred_tax_expense,196.477162710,official,DMX_FS_2024_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,tax_expense,-1029.943456082,official,DMX_FS_2024_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,net_income,3716.570973167,official,DMX_FS_2024_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,net_income_parent,3716.570973167,official,DMX_FS_2024_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,depreciation_amortization,1086.316535865,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,provisions,220.952651591,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,fx_revaluation_adjustment,-0.104133542,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,investing_profit_adjustment,-1104.545913764,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,interest_expense_adjustment,698.026126670,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,operating_profit_before_working_capital,5647.159696069,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,change_receivables,332.280519604,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,change_inventory,-426.288336665,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,change_payables,2270.686564790,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,change_prepaids,52.414720963,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,interest_paid,-700.748020023,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,tax_paid,-932.426715489,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,operating_cash_flow,6243.078429249,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,capex,-75.317052553,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,asset_disposal_proceeds,22.045328209,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,term_deposit_placements,-36083.817752133,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,term_deposit_collections,30805.730737856,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,interest_received,1854.318533160,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,investing_cash_flow,-3477.040205461,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,debt_drawdown,72369.835479230,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,debt_repayment,-72745.779245387,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,dividends_paid,-2749.999999995,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,financing_cash_flow,-3125.943766152,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,net_change_cash,-359.905542364,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,opening_cash,4139.929685549,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,fx_cash_effect,0.104133542,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2024-12-31,FY,consolidated,VND,VND_bn,ending_cash,3780.128276727,official,DMX_FS_2024_C,FS pp. 8-9,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,current_assets,53565.566103895,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,cash,3578.154917657,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,short_term_investments,20414.244731666,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,current_receivables,6264.835281364,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,receivables,394.564407242,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,inventory_gross,23368.695775234,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,inventory_provision,-609.594155009,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,inventory,22759.101620225,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,fixed_assets,840.472791325,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,jv_investment,371.159064528,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,long_term_deposits,1400.000000000,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,total_assets,56916.237866410,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,current_liabilities,39115.666255903,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,total_liabilities,39115.666255903,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,payables,9701.594456166,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,short_term_debt,23429.114317650,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,long_term_debt,0.000000000,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,total_debt,23429.114317650,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,total_equity,17800.571610507,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,share_capital,11012.835000000,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,other_owner_equity,1073.331174380,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,retained_earnings,5714.405436127,official,DMX_FS_2025_C,FS pp. 5-6,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,revenue,109479.188452846,official,DMX_FS_2025_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,cogs,-89992.477524267,official,DMX_FS_2025_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,gross_profit,19486.710928579,official,DMX_FS_2025_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,financial_income,1842.889655874,official,DMX_FS_2025_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,financial_expense,-973.377602687,official,DMX_FS_2025_C,FS p. 7,manual,Audited consolidated statutory actual.
DMX,2025-12-31,FY,consolidated,VND,VND_bn,interest_expense,-970.038874515,official,DMX_FS_2025_C,FS p. 7,manual,Audited consolidated statutory actual.
